-0.35707405	0.29601172	-0.35634094	0.34430864	0.28105623	0.31582832	-0.31211558	-0.3052361	-0.37216252	0.27469537	0.27980155	-0.34782204	-0.2981967	-0.33061135	0.29347154	-0.3356238
-0.51656014	0.54153365	-0.57906705	0.50484693	0.5232877	0.47149137	-0.5907374	-0.53862315	-0.5994055	0.54474306	0.5320568	-0.5944501	-0.51345384	-0.55521345	0.5047909	-0.48833176
-0.047146466	0.045711745	-0.031247068	0.04286477	-0.0017833633	0.03067321	0.044676382	0.0029908242	-0.004811349	-0.042849835	0.040187955	-0.03285117	0.013428959	0.0452541	-0.025226844	-0.041918263
0.39256814	-0.3829165	0.36998126	-0.30301198	-0.39040154	-0.34166175	0.3830073	0.38400176	0.40210626	-0.3349116	-0.3802735	0.39216083	0.35863447	0.37160087	-0.31818822	0.30769882
0.23135929	-0.2763564	0.22959854	-0.29205027	-0.25017232	-0.22781838	0.2751665	0.24393545	0.28472438	-0.21355125	-0.31274927	0.22868612	0.29208836	0.23308174	-0.22457397	0.27522835
-1.7028658	1.8240838	-1.775315	1.6618044	1.7800461	1.6711925	-1.8971719	-1.7259437	-1.8342558	1.7587903	1.7225198	-1.7851919	-1.7836066	-1.7633702	1.7260963	-1.739611
-0.61565024	0.66293526	-0.63581735	0.6050734	0.6669431	0.63069427	-0.6861885	-0.6526104	-0.618335	0.6683171	0.6174583	-0.66937304	-0.6877751	-0.6404924	0.64410573	-0.6076342
-0.25799572	0.26332012	-0.33978352	0.30413887	0.33193448	0.22965622	-0.3215282	-0.25717562	-0.30245572	0.2676552	0.2749082	-0.2665767	-0.30284318	-0.27463406	0.26340285	-0.2991819
-0.19665211	0.19587694	-0.20846125	0.2182238	0.25148776	0.23321994	-0.19705199	-0.18890287	-0.2677823	0.20522454	0.16402854	-0.1679395	-0.23567744	-0.15962584	0.23891489	-0.23907068
0.7269202	-0.7207978	0.77683187	-0.7819339	-0.7423583	-0.6709253	0.7554438	0.7289692	0.8049406	-0.70847195	-0.78689635	0.74162793	0.8236263	0.7927534	-0.792271	0.7993275
0.011056772	0.031700335	-0.0341368	0.024106955	-0.012299201	-0.05707236	-0.023792768	0.02039599	0.055978935	-0.0018989946	-0.05537459	0.052250963	-0.025154397	-0.027052104	-0.022168448	0.028716985
0.23285736	-0.18294774	0.17138767	-0.20481388	-0.22832407	-0.12576538	0.18989584	0.17369984	0.21775216	-0.22010526	-0.22515254	0.2286767	0.19949669	0.16288884	-0.14914131	0.13605356
0.19927084	-0.19466045	0.27190107	-0.23460704	-0.22828968	-0.21393713	0.20338297	0.1851289	0.28365242	-0.19242069	-0.21483204	0.2018269	0.29294744	0.2849004	-0.2755253	0.27197146
-0.058845084	0.07246413	-0.09749455	0.105472945	0.05945268	0.06410199	-0.044457547	-0.101699285	-0.08544964	0.10910674	0.03938262	-0.10309377	-0.051032793	-0.019124132	0.08926942	-0.0432874
0.6478326	-0.6819973	0.70695853	-0.61468846	-0.63618433	-0.6431295	0.6334296	0.6139787	0.6759556	-0.672815	-0.609898	0.62223846	0.6750255	0.67151797	-0.63986677	0.67484033
-0.8985932	1.0447557	-0.96586144	0.95594186	0.9216429	0.89342874	-0.9919488	-0.96916306	-1.0835123	0.8672321	0.8977704	-0.9578276	-1.0371631	-0.9492894	0.9381076	-0.91585267
0.30659685	-0.32652748	0.2991788	-0.34479555	-0.3453021	-0.359316	0.3641198	0.29738307	0.31784445	-0.34664357	-0.33737656	0.3690152	0.38616574	0.31125733	-0.29949102	0.35466424
0.03896514	-0.084716655	0.05440349	-0.0138562815	-0.003003542	-0.040235598	0.0776639	0.031235533	0.0767037	-0.013001351	-0.037606295	0.09216334	0.02532802	0.07866891	-0.033690438	0.057205237
-0.52299076	0.5388369	-0.5410146	0.49413282	0.5435766	0.5166819	-0.52513605	-0.5350766	-0.5261833	0.5045104	0.5325607	-0.50415206	-0.54451364	-0.49627566	0.5627344	-0.48314834
-1.374415	1.5152727	-1.4397374	1.3977343	1.4292815	1.3485566	-1.5171386	-1.4050677	-1.5010866	1.3621014	1.3889445	-1.396186	-1.4664968	-1.4179049	1.4167905	-1.3143783
0.1311132	-0.11381185	0.09158705	-0.1748982	-0.09665782	-0.11827072	0.11104912	0.13831602	0.1651895	-0.14390634	-0.14507376	0.14737271	0.14883615	0.15537006	-0.15306139	0.09874459
0.14239007	-0.09592283	0.11341703	-0.084088035	-0.1675459	-0.08031916	0.18902299	0.13118269	0.12184235	-0.1717697	-0.10206404	0.15520768	0.13272843	0.15426551	-0.124314696	0.15152456
-0.19376463	0.1784498	-0.24263832	0.18299365	0.18350461	0.16569602	-0.22308907	-0.15018696	-0.16607332	0.14431415	0.18389559	-0.15925147	-0.21896385	-0.20118007	0.21815637	-0.23474236
0.1233724	-0.16991347	0.1518793	-0.12652746	-0.10061111	-0.11444579	0.18741022	0.18564376	0.12818603	-0.10583284	-0.13701032	0.18288884	0.10146466	0.19597992	-0.16837688	0.17794162
-1.2493621	1.221939	-1.2762372	1.2165035	1.2389427	1.1470832	-1.2841609	-1.2080058	-1.285502	1.1577796	1.2339904	-1.1964557	-1.2321305	-1.2871991	1.2425091	-1.1445631
-0.27362996	0.2603451	-0.27057022	0.2668347	0.20723234	0.20877968	-0.28232127	-0.22139336	-0.20497647	0.20063266	0.22381075	-0.2617091	-0.22260575	-0.20161042	0.2496859	-0.22135405
-0.06657953	0.06288818	-0.09091954	0.070513494	0.07537956	0.012205742	-0.100591764	-0.015729267	-0.021673305	0.027224187	0.08440385	-0.030537887	-0.092083	-0.08424153	0.039730202	-0.101438165
-1.1815459	1.3223678	-1.1586078	1.1152245	1.155382	1.1612637	-1.2464553	-1.1475545	-1.3374013	1.1095964	1.163854	-1.1909748	-1.2249919	-1.1629727	1.126627	-1.0793031
-0.3227547	0.3674245	-0.3341871	0.3203249	0.41709495	0.3742847	-0.3748529	-0.3125179	-0.35927662	0.34936076	0.35421827	-0.37746376	-0.4186852	-0.33671674	0.32249627	-0.3140857
0.24805683	-0.2182422	0.2751491	-0.2418206	-0.25346258	-0.22781684	0.2459464	0.24239878	0.18304639	-0.24658658	-0.24203591	0.23159036	0.2628978	0.2488368	-0.20185703	0.17390415
0.13743971	-0.09694807	0.0941633	-0.12191626	-0.11592049	-0.13167201	0.068938985	0.09637004	0.07538319	-0.11645127	-0.06299466	0.056992494	0.094175935	0.054788664	-0.120978095	0.06739915
-0.12656353	0.06248582	-0.09203071	0.13659948	0.15123387	0.091174036	-0.07736519	-0.12515946	-0.12694582	0.1290249	0.13705635	-0.12764089	-0.065703794	-0.14945881	0.15527126	-0.07143842
-0.7447991	0.79142135	-0.6855745	0.7260428	0.7012716	0.695468	-0.71653014	-0.7270777	-0.73019147	0.67969006	0.7266131	-0.68533057	-0.75945705	-0.708376	0.6582464	-0.63839227
-0.6091712	0.6232179	-0.64426446	0.61822265	0.6441596	0.5467948	-0.6188006	-0.6608525	-0.6723644	0.6003491	0.6510614	-0.6314319	-0.6752731	-0.6607013	0.6487567	-0.59102505
-0.5141757	0.6437988	-0.6077162	0.5537912	0.5593321	0.5585963	-0.55161506	-0.55915534	-0.61853313	0.5664728	0.52096605	-0.5598111	-0.61094034	-0.55631924	0.52420515	-0.5169677
0.6926386	-0.8095112	0.78423923	-0.72645044	-0.76735437	-0.7205219	0.7916137	0.6849391	0.8322843	-0.7407132	-0.7752049	0.72263974	0.7870798	0.75435996	-0.7150451	0.74527407
-0.12282323	0.10786521	-0.13306189	0.09562019	0.11148383	0.13408409	-0.13486284	-0.07790394	-0.10698978	0.10753798	0.123431996	-0.092193335	-0.1666001	-0.14442316	0.13299975	-0.12504639
-0.037240334	0.0634774	-0.08910608	0.09091482	0.037503496	0.02846052	-0.085420944	-0.040051192	-0.08309529	0.05544912	0.0147256395	-0.09656767	-0.009967074	-0.09007782	0.052834336	-0.05371701
0.42641738	-0.44180128	0.4276839	-0.40888175	-0.37761846	-0.35122055	0.45100105	0.3952958	0.4646681	-0.42473882	-0.3562419	0.42479375	0.37781093	0.45514455	-0.4417033	0.39729077
0.15311058	-0.20649189	0.18088262	-0.18052466	-0.17663936	-0.19349967	0.21937904	0.14454651	0.153633	-0.125937	-0.19770552	0.13571191	0.20965528	0.14231808	-0.1974701	0.1455977
0.20568314	-0.22383179	0.23820578	-0.23220517	-0.20969415	-0.22376652	0.25720584	0.22348697	0.2539722	-0.20902143	-0.24220762	0.23270293	0.22471584	0.18135153	-0.24500622	0.2175402
-0.13167565	0.19406201	-0.17791313	0.19916703	0.18396273	0.11338	-0.13235754	-0.10883615	-0.15370178	0.16670707	0.10160078	-0.17607984	-0.14348227	-0.1929093	0.18745573	-0.19622484
0.035651214	-0.0057348018	0.08502481	-0.014147058	-0.03824437	-0.06130512	0.048286248	0.013273919	0.076736525	-0.012082	-0.05376249	0.023375146	0.04572667	0.089614	-0.049428288	0.065678395
-1.1646844	1.2467891	-1.1798328	1.0982584	1.2392572	1.1154779	-1.2674297	-1.1144788	-1.2352905	1.1014605	1.1947095	-1.1601799	-1.2124902	-1.2443593	1.2070632	-1.1410428
-0.4887218	0.5297316	-0.4693535	0.4417692	0.48322138	0.420429	-0.55505025	-0.4926718	-0.474204	0.46022797	0.45569763	-0.48202515	-0.5147376	-0.4901767	0.4998204	-0.5070334
-0.3439633	0.35182896	-0.41137442	0.30050877	0.32588476	0.3674942	-0.34429666	-0.31622592	-0.39468697	0.36534336	0.34758785	-0.3490031	-0.37170902	-0.38988578	0.38598046	-0.38546973
-0.0336445	0.06417736	-0.06379009	0.053828347	0.07862955	0.017308466	-0.0034854044	-0.05966138	-0.09502313	0.05325418	0.004531568	-0.089413464	-0.00060911785	-0.09633704	0.07492744	-0.052405987
-0.1845193	0.22182481	-0.18648002	0.20967	0.21318929	0.14246169	-0.19306305	-0.18152532	-0.1600491	0.18581432	0.15946923	-0.1911928	-0.19084437	-0.18903774	0.21748087	-0.19612075
0.07748116	-0.050886523	0.05467311	-0.07727744	-0.009971478	-0.043144453	0.04540459	-0.0027431105	0.04531772	-0.03593303	-0.047787283	0.0021891394	-0.0042772023	0.010632769	-0.06872472	0.023491466
0.9254824	-0.98556477	0.9730763	-0.87304676	-0.8957789	-0.861783	0.9748627	0.88863605	0.95061934	-0.88291246	-0.9339818	0.9701213	0.9261442	0.9412788	-0.9541361	0.8832146
-0.47882202	0.56195027	-0.5293221	0.5284107	0.50439715	0.44984975	-0.53984535	-0.48472735	-0.5663003	0.5433152	0.54123735	-0.5054564	-0.5057206	-0.56446236	0.5533594	-0.5143124
0.019914476	0.022124879	-0.028282609	-0.000701071	0.05043401	0.048538968	-0.041012812	-0.027215103	-0.0037625418	0.00028562645	0.01791536	-0.050766494	0.00814254	-0.007115794	-0.0144253	-0.016214864
0.27611682	-0.25248048	0.22124435	-0.21984479	-0.26121634	-0.19732174	0.20935391	0.19716254	0.20775467	-0.23487224	-0.2734755	0.28148764	0.27374718	0.21850838	-0.23597461	0.27014822
0.3724526	-0.34559673	0.32203108	-0.3236268	-0.3419618	-0.2875812	0.41161552	0.37876126	0.39154857	-0.3834078	-0.3612747	0.35057905	0.37804806	0.33671245	-0.34805244	0.39001095
0.59027356	-0.61145055	0.5494425	-0.56756335	-0.6356007	-0.5325695	0.61217403	0.5400917	0.5984077	-0.57860976	-0.610655	0.5692936	0.58760816	0.57067436	-0.5593125	0.57048166
-0.04729289	0.0011493551	-0.083894856	0.077340715	-0.010055335	0.072509095	-0.022572767	-0.005227899	-0.0057212096	0.065438114	-0.0074245804	-0.061197635	-0.02457433	-0.04143314	-0.0061901566	-0.05220411
0.89844316	-0.91623265	0.8357856	-0.8667659	-0.84118885	-0.8124034	0.92116225	0.82679856	0.9148272	-0.83239967	-0.85120153	0.86867267	0.87755007	0.9116037	-0.87639654	0.8252817
-0.33675307	0.37459326	-0.35414457	0.2955993	0.3180351	0.35250685	-0.3483	-0.32909393	-0.38145584	0.29977688	0.39596522	-0.3659404	-0.33004546	-0.3395382	0.3213262	-0.31478503
0.029327624	-0.037484095	0.032573916	-0.01837046	-0.006127831	-0.033412106	0.048085783	-0.0067303893	0.02680096	-0.022153895	-0.021456819	0.08480984	0.07140014	0.056213938	-0.059187867	0.07639031
-0.23999982	0.25805983	-0.2176138	0.2546993	0.1922983	0.25111634	-0.28500187	-0.24132887	-0.19958691	0.20303832	0.28745288	-0.19743943	-0.23262993	-0.20867026	0.23604456	-0.25648716
-0.47887534	0.5007909	-0.49495718	0.43868017	0.5148076	0.44021666	-0.4764455	-0.5144331	-0.5724018	0.44670737	0.43864536	-0.48595902	-0.4971672	-0.48205283	0.48679864	-0.46739992
-0.67462724	0.6817035	-0.7058938	0.64397454	0.64154774	0.6475113	-0.67269355	-0.67189056	-0.6424827	0.6534821	0.6464788	-0.6471169	-0.7066174	-0.6656561	0.7009848	-0.6272416
0.4707274	-0.42210597	0.43539494	-0.39701566	-0.42255688	-0.41475353	0.42364872	0.41070876	0.4672533	-0.40225092	-0.40629837	0.4932034	0.44335032	0.45359582	-0.47539324	0.46447194
